cid,bdate,gen,dwh_create_date
AW00020775,12/21/1964,n/a,46:40.2
AW00020776,4/9/1965,n/a,46:40.2
AW00020777,4/6/1965,n/a,46:40.2
AW00020778,4/2/1965,n/a,46:40.2
AW00020779,8/4/1970,n/a,46:40.2
AW00020780,7/22/1964,n/a,46:40.2
AW00020781,4/9/1965,n/a,46:40.2
AW00020782,10/31/1975,n/a,46:40.2
AW00020783,3/13/1970,n/a,46:40.2
AW00020784,8/20/1964,n/a,46:40.2
AW00020785,8/20/1977,n/a,46:40.2
AW00020786,5/20/1978,n/a,46:40.2
AW00020787,1/31/1979,n/a,46:40.2
AW00020788,1/13/1979,n/a,46:40.2
AW00020789,1/12/1979,n/a,46:40.2
AW00020790,12/4/1978,n/a,46:40.2
AW00020791,8/5/1978,n/a,46:40.2
AW00020792,12/31/1976,n/a,46:40.2
AW00020793,4/2/1976,n/a,46:40.2
AW00020794,8/8/1967,n/a,46:40.2
AW00020795,11/15/1967,n/a,46:40.2
AW00020796,2/13/1967,n/a,46:40.2
AW00020797,2/19/1964,n/a,46:40.2
AW00020798,3/3/1964,n/a,46:40.2
AW00020799,2/21/1964,n/a,46:40.2
AW00020800,5/16/1963,n/a,46:40.2
AW00020801,5/24/1963,n/a,46:40.2
AW00020802,8/24/1962,n/a,46:40.2
AW00020803,8/15/1961,n/a,46:40.2
AW00020804,5/10/1961,n/a,46:40.2
AW00020805,3/11/1961,n/a,46:40.2
AW00020806,8/22/1971,n/a,46:40.2
AW00020807,12/30/1960,n/a,46:40.2
AW00020808,11/11/1971,n/a,46:40.2
AW00020809,11/10/1959,n/a,46:40.2
AW00020810,6/22/1947,n/a,46:40.2
AW00020811,1/15/1948,n/a,46:40.2
AW00020812,8/16/1985,n/a,46:40.2
AW00020813,10/9/1984,n/a,46:40.2
AW00020814,9/28/1984,n/a,46:40.2
AW00020815,8/4/1984,n/a,46:40.2
AW00020816,1/9/1986,n/a,46:40.2
AW00020817,10/5/1983,n/a,46:40.2
AW00020818,1/10/1983,n/a,46:40.2
AW00020819,8/20/1984,n/a,46:40.2
AW00020820,12/11/1984,n/a,46:40.2
AW00020821,2/22/1984,n/a,46:40.2
AW00020822,1/31/1983,n/a,46:40.2
AW00020823,10/26/1982,n/a,46:40.2
AW00020824,11/6/1948,n/a,46:40.2
AW00020825,6/2/1949,n/a,46:40.2
AW00020826,5/8/1972,n/a,46:40.2
AW00020827,3/6/1967,n/a,46:40.2
AW00020828,8/17/1966,n/a,46:40.2
AW00020829,5/15/1967,n/a,46:40.2
AW00020830,7/19/1966,n/a,46:40.2
AW00020831,6/2/1972,n/a,46:40.2
AW00020832,5/5/1972,n/a,46:40.2
AW00020833,11/8/1965,n/a,46:40.2
AW00020834,1/24/1966,n/a,46:40.2
AW00020835,12/11/1964,n/a,46:40.2
AW00020836,3/18/1976,n/a,46:40.2
AW00020837,2/28/1965,n/a,46:40.2
AW00020838,10/14/1964,n/a,46:40.2
AW00020839,10/11/1964,n/a,46:40.2
AW00020840,8/6/1963,n/a,46:40.2
AW00020841,5/1/1975,n/a,46:40.2
AW00020842,4/3/1966,n/a,46:40.2
AW00020843,9/2/1965,n/a,46:40.2
AW00020844,3/16/1981,n/a,46:40.2
AW00020845,5/17/1970,n/a,46:40.2
AW00020846,9/23/1964,n/a,46:40.2
AW00020847,8/4/1964,n/a,46:40.2
AW00020848,12/15/1963,n/a,46:40.2
AW00020849,1/20/1981,n/a,46:40.2
AW00020850,9/10/1981,n/a,46:40.2
AW00020851,5/3/1981,n/a,46:40.2
AW00020852,7/2/1981,n/a,46:40.2
AW00020853,10/4/1981,n/a,46:40.2
AW00020854,8/2/1974,n/a,46:40.2
AW00020855,3/2/1981,n/a,46:40.2
AW00020856,1/7/1975,n/a,46:40.2
AW00020857,4/18/1975,n/a,46:40.2
AW00020858,10/29/1974,n/a,46:40.2
AW00020859,9/3/1980,n/a,46:40.2
AW00020860,9/19/1974,n/a,46:40.2
AW00020861,1/15/1975,n/a,46:40.2
AW00020862,10/8/1980,n/a,46:40.2
AW00020863,2/11/1975,n/a,46:40.2
AW00020864,9/24/1974,n/a,46:40.2
AW00020865,3/19/1928,n/a,46:40.2
AW00020866,12/1/1927,n/a,46:40.2
AW00020867,10/20/1957,n/a,46:40.2
AW00020868,3/9/1957,n/a,46:40.2
AW00020869,12/23/1979,n/a,46:40.2
AW00020870,8/7/1973,n/a,46:40.2
AW00020871,9/13/1979,n/a,46:40.2
AW00020872,8/16/1984,n/a,46:40.2
AW00020873,5/22/1974,n/a,46:40.2
AW00020874,5/20/1974,n/a,46:40.2
AW00020875,6/5/1974,n/a,46:40.2
AW00020876,10/25/1973,n/a,46:40.2
AW00020877,4/12/1974,n/a,46:40.2
AW00020878,1/21/1979,n/a,46:40.2
AW00020879,9/3/1979,n/a,46:40.2
AW00020880,4/17/1978,n/a,46:40.2
AW00020881,6/3/1978,n/a,46:40.2
AW00020882,3/6/1984,n/a,46:40.2
AW00020883,11/12/1978,n/a,46:40.2
AW00020884,7/8/1972,n/a,46:40.2
AW00020885,3/14/1973,n/a,46:40.2
AW00020886,9/7/1972,n/a,46:40.2
AW00020887,1/1/1972,n/a,46:40.2
AW00020888,7/21/1971,n/a,46:40.2
AW00020889,6/20/1977,n/a,46:40.2
AW00020890,4/14/1972,n/a,46:40.2
AW00020891,11/10/1978,n/a,46:40.2
AW00020892,1/8/1973,n/a,46:40.2
AW00020893,2/2/1933,n/a,46:40.2
AW00020894,3/20/1972,n/a,46:40.2
AW00020895,6/9/1972,n/a,46:40.2
AW00020896,11/11/1971,n/a,46:40.2
AW00020897,8/24/1971,n/a,46:40.2
AW00020898,1/24/1972,n/a,46:40.2
AW00020899,5/6/1971,n/a,46:40.2
AW00020900,10/1/1970,n/a,46:40.2
AW00020901,4/1/1971,n/a,46:40.2
AW00020902,12/2/1976,n/a,46:40.2
AW00020903,4/25/1971,n/a,46:40.2
AW00020904,3/18/1971,n/a,46:40.2
AW00020905,12/3/1969,n/a,46:40.2
AW00020906,11/6/1969,n/a,46:40.2
AW00020907,5/21/1970,n/a,46:40.2
AW00020908,4/20/1975,n/a,46:40.2
AW00020909,10/19/1968,n/a,46:40.2
AW00020910,2/17/1977,n/a,46:40.2
AW00020911,1/30/1972,n/a,46:40.2
AW00020912,5/1/1972,n/a,46:40.2
AW00020913,10/28/1968,n/a,46:40.2
AW00020914,10/19/1978,n/a,46:40.2
AW00020915,10/16/1970,n/a,46:40.2
AW00020916,11/9/1970,n/a,46:40.2
AW00020917,2/20/1976,n/a,46:40.2
AW00020918,10/31/1975,n/a,46:40.2
AW00020919,9/16/1980,n/a,46:40.2
AW00020920,6/21/1975,n/a,46:40.2
AW00020921,12/22/1975,n/a,46:40.2
AW00020922,1/17/1970,n/a,46:40.2
AW00020923,5/8/1969,n/a,46:40.2
AW00020924,6/5/1983,n/a,46:40.2
AW00020925,10/2/1984,n/a,46:40.2
AW00020926,1/14/1985,n/a,46:40.2
AW00020927,12/13/1984,n/a,46:40.2
AW00020928,4/15/1985,n/a,46:40.2
AW00020929,12/9/1984,n/a,46:40.2
AW00020930,12/11/1968,n/a,46:40.2
AW00020931,4/13/1969,n/a,46:40.2
AW00020932,11/23/1967,n/a,46:40.2
AW00020933,2/23/1984,n/a,46:40.2
AW00020934,2/1/1983,n/a,46:40.2
AW00020935,4/13/1983,n/a,46:40.2
AW00020936,12/20/1982,n/a,46:40.2
AW00020937,1/2/1983,n/a,46:40.2
AW00020938,2/20/1983,n/a,46:40.2
AW00020939,3/4/1982,n/a,46:40.2
AW00020940,2/25/1982,n/a,46:40.2
AW00020941,1/5/1981,n/a,46:40.2
AW00020942,3/22/1986,n/a,46:40.2
AW00020943,9/28/1980,n/a,46:40.2
AW00020944,11/22/1981,n/a,46:40.2
AW00020945,11/23/1981,n/a,46:40.2
AW00020946,9/24/1981,n/a,46:40.2
AW00020947,12/6/1981,n/a,46:40.2
AW00020948,1/5/1981,n/a,46:40.2
AW00020949,3/9/1980,n/a,46:40.2
AW00020950,11/9/1985,n/a,46:40.2
AW00020951,3/21/1980,n/a,46:40.2
AW00020952,11/2/1979,n/a,46:40.2
AW00020953,12/3/1979,n/a,46:40.2
AW00020954,10/7/1985,n/a,46:40.2
AW00020955,3/8/1986,n/a,46:40.2
AW00020956,2/24/1981,n/a,46:40.2
AW00020957,7/15/1980,n/a,46:40.2
AW00020958,3/25/1981,n/a,46:40.2
AW00020959,4/13/1968,n/a,46:40.2
AW00020960,9/2/1967,n/a,46:40.2
AW00020961,9/6/1966,n/a,46:40.2
AW00020962,11/17/1966,n/a,46:40.2
AW00020963,3/13/1967,n/a,46:40.2
AW00020964,12/13/1946,n/a,46:40.2
AW00020965,5/4/1946,n/a,46:40.2
AW00020966,4/8/1973,n/a,46:40.2
AW00020967,10/22/1962,n/a,46:40.2
AW00020968,1/3/1963,n/a,46:40.2
AW00020969,6/22/1962,n/a,46:40.2
AW00020970,5/10/1965,n/a,46:40.2
AW00020971,9/7/1942,n/a,46:40.2
AW00020972,12/12/1942,n/a,46:40.2
AW00020973,4/20/1949,n/a,46:40.2
AW00020974,4/19/1945,n/a,46:40.2
AW00020975,9/6/1945,n/a,46:40.2
AW00020976,8/31/1952,n/a,46:40.2
AW00020977,3/22/1958,n/a,46:40.2
AW00020978,6/24/1947,n/a,46:40.2
AW00020979,4/25/1947,n/a,46:40.2
AW00020980,2/7/1947,n/a,46:40.2
AW00020981,12/24/1947,n/a,46:40.2
AW00020982,8/9/1947,n/a,46:40.2
AW00020983,6/22/1986,n/a,46:40.2
AW00020984,11/9/1985,n/a,46:40.2
AW00020985,7/16/1985,n/a,46:40.2
AW00020986,10/25/1982,n/a,46:40.2
AW00020987,6/12/1983,n/a,46:40.2
AW00020988,9/21/1982,n/a,46:40.2
AW00020989,8/25/1981,n/a,46:40.2
AW00020990,4/9/1982,n/a,46:40.2
AW00020991,6/5/1982,n/a,46:40.2
AW00020992,1/12/1985,n/a,46:40.2
AW00020993,10/11/1984,n/a,46:40.2
AW00020994,4/21/1985,n/a,46:40.2
AW00020995,8/16/1984,n/a,46:40.2
AW00020996,9/19/1984,n/a,46:40.2
AW00020997,1/6/1985,n/a,46:40.2
AW00020998,7/3/1983,n/a,46:40.2
AW00020999,10/25/1983,n/a,46:40.2
AW00021000,9/23/1983,n/a,46:40.2
AW00021001,10/4/1983,n/a,46:40.2
AW00021002,4/26/1983,n/a,46:40.2
AW00021003,5/13/1967,n/a,46:40.2
AW00021004,11/2/1972,n/a,46:40.2
AW00021005,8/26/1965,n/a,46:40.2
AW00021006,1/18/1966,n/a,46:40.2
AW00021007,4/18/1971,n/a,46:40.2
AW00021008,1/18/1966,n/a,46:40.2
AW00021009,4/6/1966,n/a,46:40.2
AW00021010,12/7/1971,n/a,46:40.2
AW00021011,5/25/1966,n/a,46:40.2
AW00021012,1/18/1965,n/a,46:40.2
AW00021013,10/30/1963,n/a,46:40.2
AW00021014,10/21/1963,n/a,46:40.2
AW00021015,2/28/1969,n/a,46:40.2
AW00021016,8/5/1971,n/a,46:40.2
AW00021017,10/6/1965,n/a,46:40.2
AW00021018,7/20/1971,n/a,46:40.2
AW00021019,11/11/1965,n/a,46:40.2
AW00021020,2/18/1970,n/a,46:40.2
AW00021021,1/7/1965,n/a,46:40.2
AW00021022,12/12/1963,n/a,46:40.2
AW00021023,1/16/1981,n/a,46:40.2
AW00021024,7/4/1975,n/a,46:40.2
AW00021025,1/15/1976,n/a,46:40.2
AW00021026,9/18/1975,n/a,46:40.2
AW00021027,9/21/1975,n/a,46:40.2
AW00021028,10/19/1981,n/a,46:40.2
AW00021029,2/12/1975,n/a,46:40.2
AW00021030,10/19/1981,n/a,46:40.2
AW00021031,3/2/1981,n/a,46:40.2
AW00021032,4/15/1975,n/a,46:40.2
AW00021033,5/10/1975,n/a,46:40.2
AW00021034,3/23/1975,n/a,46:40.2
AW00021035,1/13/1975,n/a,46:40.2
AW00021036,6/18/1980,n/a,46:40.2
AW00021037,10/14/1980,n/a,46:40.2
AW00021038,2/23/1975,n/a,46:40.2
AW00021039,9/2/1974,n/a,46:40.2
AW00021040,9/19/1974,n/a,46:40.2
AW00021041,5/4/1958,n/a,46:40.2
AW00021042,2/7/1958,n/a,46:40.2
AW00021043,12/7/1956,n/a,46:40.2
AW00021044,1/6/1957,n/a,46:40.2
AW00021045,10/31/1964,n/a,46:40.2
AW00021046,9/9/1964,n/a,46:40.2
AW00021047,1/23/1979,n/a,46:40.2
AW00021048,12/15/1973,n/a,46:40.2
AW00021049,12/6/1973,n/a,46:40.2
AW00021050,8/3/1973,n/a,46:40.2
AW00021051,11/21/1984,n/a,46:40.2
AW00021052,9/8/1973,n/a,46:40.2
AW00021053,2/8/1974,n/a,46:40.2
AW00021054,5/20/1974,n/a,46:40.2
AW00021055,1/3/1974,n/a,46:40.2
AW00021056,5/7/1974,n/a,46:40.2
AW00021057,9/6/1930,n/a,46:40.2
AW00021058,8/18/1972,n/a,46:40.2
AW00021059,8/3/1972,n/a,46:40.2
AW00021060,2/17/1973,n/a,46:40.2
AW00021061,6/14/1978,n/a,46:40.2
AW00021062,2/3/1984,n/a,46:40.2
AW00021063,4/19/1977,n/a,46:40.2
AW00021064,5/19/1972,n/a,46:40.2
AW00021065,3/2/1984,n/a,46:40.2
AW00021066,4/6/1977,n/a,46:40.2
AW00021067,3/1/1976,n/a,46:40.2
AW00021068,7/28/1970,n/a,46:40.2
AW00021069,6/14/1971,n/a,46:40.2
AW00021070,7/3/1970,n/a,46:40.2
AW00021071,1/8/1976,n/a,46:40.2
AW00021072,2/19/1976,n/a,46:40.2
AW00021073,5/4/1971,n/a,46:40.2
AW00021074,3/6/1976,n/a,46:40.2
AW00021075,12/7/1970,n/a,46:40.2
AW00021076,5/31/1970,n/a,46:40.2
AW00021077,10/5/1969,n/a,46:40.2
AW00021078,8/5/1980,n/a,46:40.2
AW00021079,11/9/1969,n/a,46:40.2
AW00021080,1/16/1970,n/a,46:40.2
AW00021081,9/7/1969,n/a,46:40.2
AW00021082,8/15/1975,n/a,46:40.2
AW00021083,12/16/1974,n/a,46:40.2
AW00021084,5/21/1944,n/a,46:40.2
AW00021085,5/16/1939,n/a,46:40.2
AW00021086,10/26/1938,n/a,46:40.2
AW00021087,2/19/1972,n/a,46:40.2
AW00021088,11/24/1976,n/a,46:40.2
AW00021089,6/10/1976,n/a,46:40.2
AW00021090,12/24/1970,n/a,46:40.2
AW00021091,4/15/1976,n/a,46:40.2
AW00021092,8/5/1969,n/a,46:40.2
AW00021093,9/29/1975,n/a,46:40.2
AW00021094,5/13/1980,n/a,46:40.2
AW00021095,12/2/1974,n/a,46:40.2
AW00021096,3/2/1969,n/a,46:40.2
AW00021097,12/19/1982,n/a,46:40.2
AW00021098,8/10/1984,n/a,46:40.2
AW00021099,10/21/1984,n/a,46:40.2
AW00021100,12/20/1984,n/a,46:40.2
AW00021101,9/4/1984,n/a,46:40.2
AW00021102,8/29/1968,n/a,46:40.2
AW00021103,1/20/1969,n/a,46:40.2
AW00021104,12/30/1968,n/a,46:40.2
AW00021105,5/2/1974,n/a,46:40.2
AW00021106,7/9/1967,n/a,46:40.2
AW00021107,9/22/1973,n/a,46:40.2
AW00021108,5/22/1968,n/a,46:40.2
AW00021109,8/27/1983,n/a,46:40.2
AW00021110,2/4/1984,n/a,46:40.2
AW00021111,6/14/1984,n/a,46:40.2
AW00021112,9/14/1982,n/a,46:40.2
AW00021113,1/7/1983,n/a,46:40.2
AW00021114,5/4/1983,n/a,46:40.2
AW00021115,12/29/1982,n/a,46:40.2
AW00021116,6/12/1982,n/a,46:40.2
AW00021117,11/20/1980,n/a,46:40.2
AW00021118,9/19/1980,n/a,46:40.2
AW00021119,7/21/1981,n/a,46:40.2
AW00021120,1/8/1982,n/a,46:40.2
AW00021121,7/2/1980,n/a,46:40.2
AW00021122,4/7/1985,n/a,46:40.2
AW00021123,2/9/1980,n/a,46:40.2
AW00021124,12/19/1979,n/a,46:40.2
AW00021125,5/30/1981,n/a,46:40.2
AW00021126,5/6/1981,n/a,46:40.2
AW00021127,1/21/1981,n/a,46:40.2
AW00021128,12/17/1980,n/a,46:40.2
AW00021129,9/13/1980,n/a,46:40.2
AW00021130,6/14/1981,n/a,46:40.2
AW00021131,10/5/1978,n/a,46:40.2
AW00021132,12/2/1979,n/a,46:40.2
AW00021133,8/2/1985,n/a,46:40.2
AW00021134,8/30/1985,n/a,46:40.2
AW00021135,4/25/1986,n/a,46:40.2
AW00021136,9/9/1985,n/a,46:40.2
AW00021137,5/15/1986,n/a,46:40.2
AW00021138,8/22/1978,n/a,46:40.2
AW00021139,6/20/1973,n/a,46:40.2
AW00021140,10/12/1972,n/a,46:40.2
AW00021141,3/6/1972,n/a,46:40.2
AW00021142,10/18/1966,n/a,46:40.2
AW00021143,11/7/1977,n/a,46:40.2
AW00021144,2/5/1972,n/a,46:40.2
AW00021145,11/30/1965,n/a,46:40.2
AW00021146,1/5/1977,n/a,46:40.2
AW00021147,1/14/1966,n/a,46:40.2
AW00021148,8/30/1972,n/a,46:40.2
AW00021149,6/21/1984,n/a,46:40.2
AW00021150,3/20/1984,n/a,46:40.2
AW00021151,6/20/1973,n/a,46:40.2
AW00021152,1/5/1973,n/a,46:40.2
AW00021153,8/14/1972,n/a,46:40.2
AW00021154,8/9/1933,n/a,46:40.2
AW00021155,9/1/1965,n/a,46:40.2
AW00021156,8/23/1965,n/a,46:40.2
AW00021157,10/17/1964,n/a,46:40.2
AW00021158,1/15/1965,n/a,46:40.2
AW00021159,6/5/1970,n/a,46:40.2
AW00021160,5/23/1965,n/a,46:40.2
AW00021161,9/11/1963,n/a,46:40.2
AW00021162,5/17/1975,n/a,46:40.2
AW00021163,11/29/1974,n/a,46:40.2
AW00021164,8/8/1963,n/a,46:40.2
AW00021165,1/31/1975,n/a,46:40.2
AW00021166,9/12/1974,n/a,46:40.2
AW00021167,4/6/1986,n/a,46:40.2
AW00021168,10/20/1975,n/a,46:40.2
AW00021169,2/20/1976,n/a,46:40.2
AW00021170,3/27/1974,n/a,46:40.2
AW00021171,2/2/1979,n/a,46:40.2
AW00021172,5/4/1979,n/a,46:40.2
AW00021173,5/12/1973,n/a,46:40.2
AW00021174,9/6/1983,n/a,46:40.2
AW00021175,1/20/1973,n/a,46:40.2
AW00021176,2/3/1984,n/a,46:40.2
AW00021177,2/10/1978,n/a,46:40.2
AW00021178,12/6/1971,n/a,46:40.2
AW00021179,1/9/1972,n/a,46:40.2
AW00021180,9/21/1970,n/a,46:40.2
AW00021181,3/19/1971,n/a,46:40.2
AW00021182,5/13/1971,n/a,46:40.2
AW00021183,3/15/1974,n/a,46:40.2
AW00021184,2/14/1974,n/a,46:40.2
AW00021185,10/23/1973,n/a,46:40.2
AW00021186,8/4/1970,n/a,46:40.2
AW00021187,10/13/1975,n/a,46:40.2
AW00021188,1/16/1970,n/a,46:40.2
AW00021189,5/22/1969,n/a,46:40.2
AW00021190,8/22/1968,n/a,46:40.2
AW00021191,7/23/1967,n/a,46:40.2
AW00021192,2/24/1968,n/a,46:40.2
AW00021193,1/11/1973,n/a,46:40.2
AW00021194,6/20/1973,n/a,46:40.2
AW00021195,1/11/1973,n/a,46:40.2
AW00021196,5/9/1972,n/a,46:40.2
AW00021197,7/18/1977,n/a,46:40.2
AW00021198,12/17/1966,n/a,46:40.2
AW00021199,12/6/1966,n/a,46:40.2
AW00021200,10/31/1966,n/a,46:40.2
AW00021201,8/13/1934,n/a,46:40.2
AW00021202,9/22/1971,n/a,46:40.2
AW00021203,6/23/1972,n/a,46:40.2
AW00021204,2/20/1972,n/a,46:40.2
AW00021205,3/3/1977,n/a,46:40.2
AW00021206,9/3/1971,n/a,46:40.2
AW00021207,7/13/1971,n/a,46:40.2
AW00021208,12/3/1937,n/a,46:40.2
AW00021209,12/17/1970,n/a,46:40.2
AW00021210,10/1/1970,n/a,46:40.2
AW00021211,11/9/1969,n/a,46:40.2
AW00021212,5/23/1970,n/a,46:40.2
AW00021213,5/16/1970,n/a,46:40.2
AW00021214,9/29/1969,n/a,46:40.2
AW00021215,8/24/1975,n/a,46:40.2
AW00021216,11/21/1969,n/a,46:40.2
AW00021217,10/19/1970,n/a,46:40.2
AW00021218,12/10/1968,n/a,46:40.2
AW00021219,8/6/1968,n/a,46:40.2
AW00021220,12/30/1967,n/a,46:40.2
AW00021221,1/19/1967,n/a,46:40.2
AW00021222,10/12/1972,n/a,46:40.2
AW00021223,3/24/1967,n/a,46:40.2
AW00021224,9/7/1963,n/a,46:40.2
AW00021225,4/14/1964,n/a,46:40.2
AW00021226,10/24/1961,n/a,46:40.2
AW00021227,10/7/1964,n/a,46:40.2
AW00021228,6/24/1964,n/a,46:40.2
AW00021229,10/21/1964,n/a,46:40.2
AW00021230,1/8/1959,n/a,46:40.2
AW00021231,7/10/1958,n/a,46:40.2
AW00021232,12/8/1954,n/a,46:40.2
AW00021233,9/12/1981,n/a,46:40.2
AW00021234,7/11/1981,n/a,46:40.2
AW00021235,5/5/1981,n/a,46:40.2
AW00021236,10/13/1980,n/a,46:40.2
AW00021237,8/9/1985,n/a,46:40.2
AW00021238,3/25/1986,n/a,46:40.2
AW00021239,5/3/1943,n/a,46:40.2
AW00021240,3/1/1985,n/a,46:40.2
AW00021241,8/10/1984,n/a,46:40.2
AW00021242,12/14/1983,n/a,46:40.2
AW00021243,4/4/1984,n/a,46:40.2
AW00021244,8/16/1983,n/a,46:40.2
AW00021245,12/22/1983,n/a,46:40.2
AW00021246,2/19/1984,n/a,46:40.2
AW00021247,6/9/1984,n/a,46:40.2
AW00021248,11/11/1943,n/a,46:40.2
AW00021249,9/15/1982,n/a,46:40.2
AW00021250,4/23/1983,n/a,46:40.2
AW00021251,4/9/1985,n/a,46:40.2
AW00021252,8/15/1984,n/a,46:40.2
AW00021253,6/2/1985,n/a,46:40.2
AW00021254,6/8/1945,n/a,46:40.2
AW00021255,3/1/1945,n/a,46:40.2
AW00021256,10/8/1952,n/a,46:40.2
AW00021257,10/13/1946,n/a,46:40.2
AW00021258,5/21/1949,n/a,46:40.2
AW00021259,1/21/1949,n/a,46:40.2
AW00021260,12/13/1981,n/a,46:40.2
AW00021261,12/1/1981,n/a,46:40.2
AW00021262,11/29/1981,n/a,46:40.2
AW00021263,8/7/1980,n/a,46:40.2
AW00021264,6/9/1984,n/a,46:40.2
AW00021265,3/10/1983,n/a,46:40.2
AW00021266,8/18/1983,n/a,46:40.2
AW00021267,3/2/1979,n/a,46:40.2
AW00021268,6/11/1979,n/a,46:40.2
AW00021269,5/14/1979,n/a,46:40.2
AW00021270,5/8/1973,n/a,46:40.2
AW00021271,2/23/1973,n/a,46:40.2
AW00021272,12/21/1979,n/a,46:40.2
AW00021273,9/23/1973,n/a,46:40.2
AW00021274,3/9/1985,n/a,46:40.2
AW00021275,5/25/1985,n/a,46:40.2
AW00021276,1/9/1984,n/a,46:40.2
AW00021277,11/12/1983,n/a,46:40.2
AW00021278,10/18/1983,n/a,46:40.2
AW00021279,4/3/1958,n/a,46:40.2
AW00021280,6/21/1984,n/a,46:40.2
AW00021281,8/27/1983,n/a,46:40.2
AW00021282,9/7/1983,n/a,46:40.2
AW00021283,3/17/1956,n/a,46:40.2
AW00021284,5/5/1981,n/a,46:40.2
AW00021285,4/13/1969,n/a,46:40.2
AW00021286,3/2/1969,n/a,46:40.2
AW00021287,5/15/1969,n/a,46:40.2
AW00021288,12/10/1968,n/a,46:40.2
AW00021289,2/16/1968,n/a,46:40.2
AW00021290,12/17/1967,n/a,46:40.2
AW00021291,12/14/1973,n/a,46:40.2
AW00021292,5/1/1984,n/a,46:40.2
AW00021293,1/3/1968,n/a,46:40.2
AW00021294,11/29/1967,n/a,46:40.2
AW00021295,12/17/1972,n/a,46:40.2
AW00021296,5/20/1978,n/a,46:40.2
AW00021297,5/5/1972,n/a,46:40.2
AW00021298,9/22/1966,n/a,46:40.2
AW00021299,1/14/1967,n/a,46:40.2
AW00021300,1/30/1978,n/a,46:40.2
AW00021301,9/5/1966,n/a,46:40.2
AW00021302,8/7/1960,n/a,46:40.2
AW00021303,2/10/1961,n/a,46:40.2
AW00021304,8/31/1960,n/a,46:40.2
AW00021305,10/22/1960,n/a,46:40.2
AW00021306,9/1/1960,n/a,46:40.2
AW00021307,10/12/1960,n/a,46:40.2
AW00021308,12/14/1960,n/a,46:40.2
AW00021309,7/24/1960,n/a,46:40.2
AW00021310,9/30/1966,n/a,46:40.2
AW00021311,4/25/1961,n/a,46:40.2
AW00021312,3/6/1946,n/a,46:40.2
AW00021313,8/30/1946,n/a,46:40.2
AW00021314,12/4/1941,n/a,46:40.2
AW00021315,8/16/1947,n/a,46:40.2
AW00021316,9/16/1941,n/a,46:40.2
AW00021317,6/12/1942,n/a,46:40.2
AW00021318,4/1/1971,n/a,46:40.2
AW00021319,3/7/1966,n/a,46:40.2
AW00021320,4/18/1971,n/a,46:40.2
AW00021321,9/21/1971,n/a,46:40.2
AW00021322,3/21/1971,n/a,46:40.2
AW00021323,12/7/1971,n/a,46:40.2
AW00021324,8/8/1965,n/a,46:40.2
AW00021325,7/7/1971,n/a,46:40.2
AW00021326,2/10/1971,n/a,46:40.2
AW00021327,11/21/1965,n/a,46:40.2
AW00021328,2/5/1965,n/a,46:40.2
AW00021329,12/29/1964,n/a,46:40.2
AW00021330,9/30/1965,n/a,46:40.2
AW00021331,9/7/1959,n/a,46:40.2
AW00021332,4/24/1960,n/a,46:40.2
AW00021333,2/9/1959,n/a,46:40.2
AW00021334,4/2/1959,n/a,46:40.2
AW00021335,3/4/1959,n/a,46:40.2
AW00021336,3/15/1959,n/a,46:40.2
AW00021337,11/18/1963,n/a,46:40.2
AW00021338,11/18/1963,n/a,46:40.2
AW00021339,9/21/1953,n/a,46:40.2
AW00021340,10/31/1942,n/a,46:40.2
AW00021341,3/15/1944,n/a,46:40.2
AW00021342,5/21/1944,n/a,46:40.2
AW00021343,2/6/1949,n/a,46:40.2
AW00021344,8/20/1954,n/a,46:40.2
AW00021345,1/8/1944,n/a,46:40.2
AW00021346,3/1/1945,n/a,46:40.2
AW00021347,10/9/1944,n/a,46:40.2
AW00021348,4/14/1945,n/a,46:40.2
AW00021349,3/21/1945,n/a,46:40.2
AW00021350,10/30/1945,n/a,46:40.2
AW00021351,1/24/1946,n/a,46:40.2
AW00021352,9/10/1946,n/a,46:40.2
AW00021353,7/5/1946,n/a,46:40.2
AW00021354,4/15/1947,n/a,46:40.2
AW00021355,2/16/1947,n/a,46:40.2
AW00021356,6/6/1947,n/a,46:40.2
AW00021357,11/1/1946,n/a,46:40.2
AW00021358,10/30/1946,n/a,46:40.2
AW00021359,5/23/1957,n/a,46:40.2
AW00021360,5/12/1953,n/a,46:40.2
AW00021361,9/12/1952,n/a,46:40.2
AW00021362,9/16/1958,n/a,46:40.2
AW00021363,8/8/1953,n/a,46:40.2
AW00021364,10/7/1982,n/a,46:40.2
AW00021365,12/4/1953,n/a,46:40.2
AW00021366,4/25/1954,n/a,46:40.2
AW00021367,9/13/1953,n/a,46:40.2
AW00021368,3/26/1983,n/a,46:40.2
AW00021369,7/16/1982,n/a,46:40.2
AW00021370,2/1/1960,n/a,46:40.2
AW00021371,10/11/1954,n/a,46:40.2
AW00021372,9/15/1954,n/a,46:40.2
AW00021373,8/22/1954,n/a,46:40.2
AW00021374,5/3/1955,n/a,46:40.2
AW00021375,11/21/1954,n/a,46:40.2
AW00021376,9/6/1966,n/a,46:40.2
AW00021377,8/17/1955,n/a,46:40.2
AW00021378,6/7/1956,n/a,46:40.2
AW00021379,10/6/1955,n/a,46:40.2
AW00021380,12/2/1955,n/a,46:40.2
AW00021381,7/2/1955,n/a,46:40.2
